description,name,privilege_id,code,app_id,effective_start_date,effective_end_date
Allows searching for a carrier.,Search Carrier,300000139137338,WSH_SEARCH_CARRIER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows receipt of shipment requests.,Receive Shipment Request,300000139137296,WSH_RECEIVE_SHIPMENT_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of pages displaying sales competitor information, such as the competitor profile.",View Sales Competitor,300000139137316,ZBS_VIEW_SALES_COMPETITOR_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the definition of the geographic area or areas for which a legal authority is responsible.,Manage Legal Jurisdiction,300000139137318,XLE_MANAGE_LEGAL_JURISDICTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Withholding Tax Exception,300000139137343,ZX_VIEW_WHT_TAX_EXCEPTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Run UK In Year Uplift Process,300000139137279,HRX_RUN_GB_MID_YEAR_UPLIFT_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing a sales account interaction,View Sales Account Interaction,300000139137345,ZCM_VIEW_SALES_ACCOUNT_INTERACTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows maintenance of incentive compensation groups used to determine who receives rollup credits.,Manage Incentive Compensation Rollup Group,300000139137245,CN_MANAGE_INCENTIVE_COMP_ROLLUP_GROUP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of expense reports rejected by Oracle Fusion Payables from payment request generation.,Review Rejected Expense Report,300000139137270,EXM_REVIEW_REJECTED_EXPENSE_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows definition of benefit authorization.,Define Benefit Authorization,300000139137271,BEN_DEFINE_BENEFITS_LEGAL_DISCLAIMER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration of activities in page composer,Configure Activity UI,300000139137191,ZMM_CUSTOMIZE_ACTIVITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage application attachment categories,Manage Application Attachment Category,300000139137253,FND_APP_MANAGE_ATTACHMENT_CATEGORY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Make Payroll Cash Payment,Make Payroll Cash Payment,300000139137254,PAY_MAKE_PAYROLL_CASH_PAYMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows quick access to summary sales forecast information for territories they own.,View Sales Forecast Participant For Self,300000139137215,ZSF_VIEW_SALES_FORECAST_PARTICIPANT_FOR_SELF_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows user to run lead assignments,Run Leads Assignment,300000139137257,MKL_RUN_LEADS_ASSIGNMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of tax classifications for any tax requirement that you cannot define using the existing fiscal classification types.,Create User Defined Fiscal Classification Code,300000139137196,ZX_CREATE_USER_DEFINED_FISCAL_CLASSIFICATION_CODE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting activities.,Delete Activity,300000139137216,ZMM_DELETE_ACTIVITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of interactions on an opportunity. An interaction is a record of a customer contact event, such as a phone call or e-mail.",View Opportunity Interactions,300000139137908,MOO_VIEW_OPPORTUNITY_INTERACTIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing sales objectives.,View Sales Objective,300000139137979,ZCA_VIEW_SALES_OBJECTIVE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of participant earnings and attainment report.,Verify Participant Earnings and Attainment Report,300000139138230,CN_VERIFY_PARTICIPANT_EARNINGS_AND_ATTAINMENT_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to import and export tax jurisdiction and rate configuration data.,Manage Tax Jurisdiction and Rate Import and Export Services,300000139138210,ZX_TAX_JURISDICTION_AND_RATE_IMPORT_EXPORT_SERV_PRIV_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Submit the Create Automatic Receipt Batch to create an automatic receipt batch.,Submit Receivables Automatic Receipt Creation Process,300000139138211,AR_SUBMIT_RECEIVABLES_AUTOMATIC_RECEIPT_CREATION_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows benefit professionals to manage person benefit groups.,Manage Benefit Person Benefit Group,300000139138212,BEN_MANAGE_PERSON_BENEFIT_GROUP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of recurring revenue schedules. Recurring revenue items are those that re-occur over time, such as service contracts.",View Opportunity Revenue Recurrences,300000139138214,MOO_VIEW_OPPORTUNITY_REVENUE_RECURRENCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation, deletion, and updating of an absence record in self service.",Maintain Self Service Absence Record,300000139138175,ANC_MAINTAIN_SELF_SERVICE_ABSENCE_RECORD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the update of the organization relationship information. If assigning, also assign the ability to view the trading community organization relationship.",Update Trading Community Organization,300000139138199,HZ_UPDATE_TRADING_COMMUNITY_ORGANIZATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation and maintenance of calendar preferences, such a the default calendar view.",Manage Calendar Preferences,300000139138179,ZMM_MANAGE_CAL_PREFS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to the Auditing work area.,Manage Expense Auditing,300000139138221,EXM_MANAGE_EXPENSE_AUDITING_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration of the display behavior of tax fields in expense reports.,Configure Expense-Specific Tax Field,300000139138158,EXM_CONFIGURE_EXPENSE_SPECIFIC_TAX_FIELD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Update Trading Community Organization Additional Name,300000139138203,HZ_UPDATE_TRADING_COMMUNITY_ORGANIZATION_ADDITIONAL_NAME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of the Credit Card Encryption process.,Submit Credit Card Encryption Process,300000139138225,IBY_SUBMIT_CREDIT_CARD_ENCRYPTION_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Trading Community Organization Classification Code Assignment,300000139138162,HZ_VIEW_TRADING_COMMUNITY_ORGANIZATION_CLASSIFICATION_CODE_ASSIGNMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Restore Trading Community Organization Phone,300000139138187,HZ_RESTORE_TRADING_COMMUNITY_ORGANIZATION_PHONE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows configuration and management of plan export.,Manage Benefit configuration export,300000139138165,BEN_MANAGE_PLAN_COPY_EXPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the specification of resource notes. If assigning also assign the ability to view the trading community resource note.,Manage Trading Community Resource Note,300000139138188,HZ_MANAGE_TRADING_COMMUNITY_RESOURCE_ADDITIONAL_INFORMATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of Yearly Tax Report,Create Yearly Tax Report,300000139138112,JE_CREATE_YEARLY_TAX_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of the subledger description rule.,Review Subledger Description Rule,300000139138113,XLA_REVIEW_SUBLEDGER_DESCRIPTION_RULE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the Hypothetical Depreciation Analysis report, which displays depreciation projections for hypothetical assets based on the specified depreciation parameters.",Submit Fixed Asset Hypothetical What If Depreciation Analysis Report,300000139138156,FA_SUBMIT_FIXED_ASSET_HYPOTHETICAL_WHAT_IF_DEPRECIATION_ANALYSIS_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Update Trading Community Organization Phone,300000139138071,HZ_UPDATE_TRADING_COMMUNITY_ORGANIZATION_PHONE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of details of an orchestration order line hold.,View Orchestration Order Line Hold,300000139138116,DOO_VIEW_ORCHESTRATION_ORDER_LINE_HOLD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the sales account profile node,View Sales Account,300000139138117,ZCM_VIEW_SALES_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing a sales group members,View Sales Group Members,300000139138119,ZCM_VIEW_SALES_GROUP_MEMBERS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of the journal import program using the Oracle Fusion Enterprise Scheduler Services.,Run Import Journals Program,300000139138078,GL_RUN_IMPORT_JOURNALS_PROGRAM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows management of security policies that restrict access to functions and data, such as preventing particular values from being accessed in a chart of account segment.",Manage Application Data Security Policy,300000139138145,FND_APP_MANAGE_DATA_SECURITY_POLICY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the update of customer account information. If assigning, also assign the ability to view the customer account.",Update Customer Account,300000139138146,HZ_UPDATE_CUSTOMER_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the removal of person relationships. If assigning, also assign the ability to view the trading community person relationship.",Remove Trading Community Person Relationship,300000139138127,HZ_REMOVE_TRADING_COMMUNITY_PERSON_RELATIONSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to approve new item requests.,Approve New Item Request,300000139138152,EGO_APPROVE_NEW_ITEM_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation of dispute over incentive compensation credits, earnings, payments, and goals for participant.",Create Incentive Compensation Dispute,300000139138088,CN_CREATE_INCENTIVE_COMPENSATION_DISPUTE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows application of a hold to an orchestration order.,Apply Orchestration Order Hold,300000139138111,DOO_APPLY_ORCHESTRATION_ORDER_HOLD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view the budgetary control validation results.,View Funds Available Balances,300000139138154,XCC_VIEW_FUNDS_AVAILABLE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows for the creation of an Idea,Create Product Idea,300000139138386,ACN_CREATE_PRODUCT_IDEA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to DELETE for ParticipatingAccount_c WorkArea,DELETE ParticipatingAccount_c (WorkArea),300000139138346,HZ_DELETE_PARTICIPATINGACCOUNT_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View a Receivables receipt.,View Receivables Receipt,300000139138366,AR_VIEW_RECEIVABLES_RECEIPT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
This privilege would grant a user the ability to register CRM objects for Export,Set Up CRM Objects for Export,300000139138387,ZCA_SET_UP_CRM_OBJECTS_FOR_EXPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows publication of catalog metadata to external applications.,Publish Catalog,300000139138390,EGI_PUBLISH_CATALOG_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the submission of the payables tax by ledger report.,Run Payables Tax Report by Ledger/Business Unit,300000139138349,ZX_RUN_PAYABLES_TAX_REPORT_BY_LEDGER_BUSINESS_UNIT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to CREATE for SalesTool_c WorkArea,CREATE SalesTool_c (WorkArea),300000139138391,MOO_CREATE_SALESTOOL_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Update Trading Community Organization Address Use,300000139138392,HZ_UPDATE_TRADING_COMMUNITY_ORGANIZATION_ADDRESS_USE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to import and export tax fiscal classification configuration data.,Manage Tax Fiscal Classification Import and Export Services,300000139138371,ZX_TAX_FISCAL_CLASSIFICATION_IMPORT_EXPORT_SERV_PRIV_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of information at the country level to appear as defaults on the applicable tax and legal entity setups.,Update Country Defaults and Controls for Transaction Tax,300000139138373,ZX_UPDATE_COUNTRY_DEFAULTS_AND_CONTROLS_FOR_TRANSACTION_TAX_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to UPDATE for SalesAssessment_c WorkArea,UPDATE SalesAssessment_c (WorkArea),300000139138374,HZ_UPDATE_SALESASSESSMENT_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of sales, marketing, and partner organization membership information.",View Trading Community Resource Organization Details,300000139138336,HZ_VIEW_TRADING_COMMUNITY_RESOURCE_ORGANIZATION_DETAILS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the update of customer account contact relationship information. If assigning, also assign the ability to view the customer account relationship.",Update Customer Account Relationship,300000139138380,HZ_UPDATE_CUSTOMER_ACCOUNT_RELATIONSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation of a user-name request, which is sent to Oracle Identity Management for processing.",Create User Name,300000139138401,PER_CREATE_USER_NAME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Run UK P6 P6B P9 Upload Process,300000139138337,HRX_RUN_UK_P6_P6B_P9_UPLOAD_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows export and import allocation rules and periodic entry formula definitions from one Essbase cube or instance to another.,Migrate Allocations and Periodic Entries Formulas,300000139138402,GL_MIGRATE_ALLOCATIONS_AND_PERIODIC_ENTRIES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating a sales group,Update Sales Group,300000139138307,ZCM_UPDATE_SALES_GROUP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Export Trading Community Organization Additional Identifier,300000139138245,HZ_EXPORT_TRADING_COMMUNITY_ORGANIZATION_ADDITIONAL_IDENTIFIER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows release of a hold on an orchestration order fulfillment line.,Release Orchestration Order Fulfillment Line Hold,300000139138290,DOO_RELEASE_ORCHESTRATION_ORDER_FULFILLMENT_LINE_HOLD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of sales party assessments.,View Sales Party Assessment,300000139138268,ZCM_VIEW_SALES_PARTY_ASSESSMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating sales party relationships to other parties.,Create Sales Party Relationship,300000139138293,ZCM_CREATE_SALES_PARTY_RELATIONSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to search requisition lines as buyers.,Search Requisition Line as Buyer,300000139138315,POR_SEARCH_REQUISITION_LINE_AS_BUYER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the search of resources.,Search Trading Community Resource,300000139138272,HZ_SEARCH_TRADING_COMMUNITY_RESOURCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of tax classifications used by a tax authority to categorize a product and is applicable in the tax determination process.,Update Product Fiscal Classification,300000139138276,ZX_UPDATE_PRODUCT_FISCAL_CLASSIFICATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of tags for a specific person.,View Person Tags,300000255254561,HEY_VIEW_PERSON_TAGS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to the Product Management Search page to search for manufacturers.,Access Manufacturer Search,300000265392337,EGP_VIEW_MANUFACTURER_SEARCH_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to schedule and run the sync process for CX Consumer Goods mobile users.,Run Sync Handler Process,300000255254565,ACO_RUN_SYNC_HANDLER_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows manual creation of sales interactions.,Manage Sales Interactions,300000249042290,ZCM_MANAGE_SALES_INTERACTIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing the list of Sales Orchestrations or a particular Sales Orchestration.,View Sales Orchestration,300000249076325,ZCA_VIEW_SALES_ORCHESTRATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating a new interview,Create Interviews,300000255254483,ZCA_CREATE_INTERVIEWS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing sales forecast items from Digital Sales.,View Sales Forecast from Digital Sales,300000249042296,ZSF_VIEW_DIGITAL_SALES_FORECAST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to create manufacturers.,Create Manufacturer,300000249076327,EGP_CREATE_MANUFACTURER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view manufacturers.,View Manufacturers,300000249042300,EGP_VIEW_MANUFACTURER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of interviews,View Interviews,300000255254490,ZCA_VIEW_INTERVIEWS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of service holds for a specific person.,View Person Service Holds,300000255254491,HEY_VIEW_PERSON_SERVICE_HOLDS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for custom object WorkArea,READ custom object resources (WorkArea),300000187512192,ZCX_READ_CUSTOM_OBJECT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of sales party classifications.,View Sales Party Classifications,300000139140365,ZCM_VIEW_SALES_PARTY_CLASSIFICATIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of organization hierarchy structures for sales, marketing, and partner organizations.",View Trading Community Resource Organization Hierarchy Details,300000139140410,HZ_VIEW_TRADING_COMMUNITY_RESOURCE_ORGANIZATION_HIERARCHY_DETAILS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for CustomerCenterTool_c WorkArea,READ CustomerCenterTool_c (WorkArea),300000139140389,ZCM_READ_CUSTOMERCENTERTOOL_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of bank statements.,View Bank Statement,300000139140392,CE_VIEW_BANK_STATEMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of tax profiles that contain tax information that relate to a third party's transaction tax activities.,View Third-Party Tax Profile,300000139140393,ZX_VIEW_THIRD_PARTY_TAX_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the CIP Capitalization report, which displays all the CIP assets capitalized during the specified periods.",Submit Fixed Asset CIP Capitalization Report,300000139140418,FA_SUBMIT_FIXED_ASSET_CIP_CAPITALIZATION_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the transfer of intercompany transactions.,Transfer Intercompany Transaction,300000139140419,FUN_TRANSFER_INTERCOMPANY_TRANSACTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows definition of talent profile.,Define Talent Profile,300000139140397,HRT_DEFINE_TALENT_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to UPDATE for LicensesAndAppointments_c WorkArea,UPDATE LicensesAndAppointments_c (WorkArea),300000139140635,MOO_UPDATE_LICENSESANDAPPOINTMENTS_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Make Payroll Third Party Check Payments,Make Payroll Third Party Check Payments,300000139140654,PAY_MAKE_THIRD_PARTY_CHECK_PAYMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for SWQuote_c WorkArea,READ SWQuote_c (WorkArea),300000139140636,MOO_READ_SWQUOTE_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of a contract deliverable.,Create Contract Deliverable,300000139140641,OKC_CREATE_CONTRACT_DELIVERABLE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows configuring notification generation and delivery interval for supplier user notifications, such as expiring business classification.",Manage Supplier Notification Configuration for Profile Management,300000139140661,POZ_CONFIGURE_SUPPLIER_NOTIFICATIONS_FOR_PROFILE_MGMT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to review plan objectives and complete objective assessments. The objectives assessment is used to evaluate objectives performance for the purpose of achieving a performance score and incentive credit.,Complete Incentive Compensation Objectives Assessment,300000139140682,CN_COMPLETE_PLAN_OBJECTIVES_ASSESSMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the association of one or multiple balancing segments value to a legal report unit to meet the legal reporting requirement of specific countries.,Manage Legal Reporting Unit for Associated Balancing Segment,300000139140697,XLE_MANAGE_LRU_ASSOCIATED_BALANCING_SEGMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of journals using a spreadsheet.,Enter Journal By Spreadsheet,300000139140667,GL_ENTER_ACTUAL_JOURNAL_SPREADSHEET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of the inventory transaction process.,Submit Inventory Transaction Process,300000139140628,INV_SUBMIT_INVENTORY_TRANSACTION_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of person relationship information.,View Trading Community Person Relationship,300000139140649,HZ_VIEW_TRADING_COMMUNITY_PERSON_RELATIONSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to unlock a draft surrogate response created by another user.,Unlock Supplier Negotiation Response Draft as Surrogate,300000139140670,PON_UNLOCK_SURROGATE_SUPPLIER_NEGOTIATION_RESPONSE_DRAFT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the definition of the legal reporting unit.,Manage Legal Reporting Unit,300000139140673,XLE_MANAGE_LEGAL_REPORTING_UNIT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the specification of classification categories used to classify or group organizations and persons in your business community. The classification model lets you record complex, real-life categories in which entities can be grouped, such as industry classification.",Manage Trading Community Classification Category,300000139140652,HZ_MANAGE_TRADING_COMMUNITY_CLASSIFICATION_CATEGORY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the specification of the mapping that provides a tailored list of note type values for resources. When no mapping is specified, note type values mapped to the object Note are used.",Manage Trading Community Resource Note Type Mapping,300000139140634,HZ_MANAGE_TRADING_COMMUNITY_RESOURCE_NOTE_TYPE_MAPPING_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage payroll regulatory and tax reporting work area,Manage Payroll Regulatory and Tax Reporting Work Area,300000139140578,PAY_MANAGE_PAYROLL_REGULATORY_AND_TAX_REPORTING_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of journals.,Enter Journal,300000139140556,GL_ENTER_ACTUAL_JOURNAL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the sales representative dashboard embedded in pagination dot five. The dashboard contains analytical reports about sales objects.,View Sales Homepage pagination dot five,300000139140557,ZBS_VIEW_HOMEPAGE_PAGINATION_DOT_FIVE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Restore Trading Community Organization E-Mail,300000139140603,HZ_RESTORE_TRADING_COMMUNITY_ORGANIZATION_EMAIL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage Receivables activities using the dashboard.,Manage Receivables Activities,300000139140584,AR_MANAGE_RECEIVABLES_ACTIVITIES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of receipt summary information.,Review Receiving Receipt Summary,300000139140586,RCV_REVIEW_RECEIVING_RECEIPT_SUMMARY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating sales leads. A sales lead is a prospect or existing customer who has interest or the potential for interest in a product or service being sold.,Create Sales Lead,300000139140544,MKL_CREATE_SALES_LEAD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows scheduling and running of the process that populates click descriptions.,Run Populate Click Description Process,300000203752137,ORA_ZCA_POPULATE_CLICK_DESCRIPTIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the Application Usage Insights UI.,View Application Usage Insights UI,300000211154294,ORA_ZCA_VIEW_APPLICATION_USAGE_INSIGHTS_UI_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows managing communication details such as create and manage call scripts, email templates",Manage communication details,300000211154362,ORA_ZCA_INSIDE_SALES_COMMUNICATION_MGMT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
