description,name,privilege_id,code,app_id,effective_start_date,effective_end_date
Allows deleting sales party notes.,Delete Sales Party Note,300000139138711,ZCM_DELETE_SALES_PARTY_NOTE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation of dispute over incentive compensation credits, earnings, payments, and goals for participant.",Create Incentive Compensation Dispute for Participant,300000139138734,CN_CREATE_INCENTIVE_COMPENSATION_DISPUTE_FOR_PARTICIPANT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage implementation of the Extensible Flexfield feature on a given entity.,Manage Application Extensible Flexfield,300000139138736,FND_APP_MANAGE_EXTENSIBLE_FLEXFIELD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updates to information displayed to suppliers in the supplier news region.,Maintain Supplier News Content,300000139138754,POZ_MAINTAIN_SUPPLIER_NEWS_CONTENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of details for the taxes of tax regimes.,View Tax,300000139138715,ZX_VIEW_TAX_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to change requisition line grouping.,Change Requisition Line Grouping,300000139138694,POR_CHANGE_REQUISITION_LINE_GROUPING_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows customization of opportunity reports.,Manage Opportunity Reports,300000139138717,MOO_MANAGE_OPPORTUNITY_REPORTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the running of the process to generate PDFs of draft contracts, or contracts under amendment, so they are available during text searches.",Generate PDF Contract for Text Search,300000139138738,OKC_RUN_CONTRACT_PDF_GENERATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Create and update a positive or negative adjustment to a transaction.,Manage Receivables Adjustment,300000139138757,AR_MANAGE_RECEIVABLES_ADJUSTMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Export Trading Community Organization,300000139138695,HZ_EXPORT_TRADING_COMMUNITY_ORGANIZATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the submission of a process to continuously transfer budget balances to the budgetary control balances reporting multidimensional database.,Transfer Budget Balances to Budget Cubes Continuously,300000139138637,XCC_STREAM_BALANCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting of opportunities.,Delete Opportunity,300000139138638,MOO_DELETE_OPPORTUNITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the upload of resource pictures. If assigning, also assign the ability to view trading community resource details.",Upload Trading Community Resource Picture,300000139138619,HZ_UPLOAD_TRADING_COMMUNITY_RESOURCE_PICTURE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to delete a supplier qualification initiative.,Delete Supplier Qualification Initiative,300000139138621,POQ_DELETE_SUPPLIER_QUALIFICATION_INITIATIVE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the specification of note types, such as person details, to categorize notes entered for resources. When mapped, note type values are limited to resources.",Manage Trading Community Resource Note Type,300000139138600,HZ_MANAGE_TRADING_COMMUNITY_RESOURCE_NOTE_TYPE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows running of the batch load job set.,Run Batch Load Job Set,300000139138601,HRC_RUN_HR_BATCH_LOAD_JOB_SET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view trading partner items.,View Trading Partner Item,300000139138672,EGP_VIEW_TRANDING_PARTNER_ITEM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of Partner Dashboards regions and task flows for Prospective Partner Administrators. Will get access to view Content and Enroll into Partner Programs,View Partner Dashboard as Administrator Limited,300000139138626,ZPM_VIEW_PARTNER_DASHBOARD_AS_ADMINISTRATOR_LIMITED_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Withholding Tax Processing Options,300000139138608,ZX_VIEW_WHT_TAX_PROCESSING_OPTIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Submit Bank Statement Transaction Creation Program,300000139138609,CE_SUBMIT_BANK_STATEMENT_TRANSACTION_CREATION_PROGRAM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows managing lot and serial number details using a web service.,Manage Item Lot and Item Serial by Web Service,300000177644470,INV_MANAGE_LOT_SERIAL_WEB_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of admissions applications.,Manage Admissions Application,300000167399828,HEQ_MANAGE_ADMISSIONS_APPLICATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Marketing Integration Campaign,300000167399897,MKT_VIEW_MARKETING_INTEGRATION_CAMPAIGN_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows Account auto suggestion list from DaaS,Manage default Account Details from DaaS,300000177644415,ZCM_MANAGE_DEFAULT_ACCOUNT_DAAS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing sales orders.,View Sales Order,300000167399857,ZCA_VIEW_SALES_ORDER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the deletion of draft or canceled contracts.,Delete Contract,300000139136805,OKC_DELETE_CONTRACT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage application tree labels,Manage Application Tree Label,300000139136807,FND_APP_MANAGE_TREE_LABEL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows delete assets,Delete Asset,300000139136828,ZCM_DELETE_ASSET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the management of cumulative mileage determinants for employees in a business unit and a legal entity.,Manage Cumulative Mileage Determinant,300000139136936,EXM_MANAGE_CUMULATIVE_DETERMINANT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation and update of the legal reporting unit contact information.,Manage Legal Reporting Unit Contact Information,300000139136979,XLE_MANAGE_LEGAL_REPORTING_UNIT_CONTACT_INFORMATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the market place information from one source.,View One Source Market Place Information,300000139136981,ZCM_VIEW_ONE_SOURCE_INFORMATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows management of requirements including requirement creation and tracking of sprint, product family, and product for a requirement to be delivered by the project.""",Manage Project Requirements,300000139137006,PJT_MANAGE_PROJECT_REQUIREMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing marketing segments and segment trees used to identify and group specific members of the customer base.,View Marketing Segment,300000139136941,MKT_VIEW_MARKETING_SEGMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage currencies used by applications.,Manage Application Reference Currency,300000139136962,FND_APP_MANAGE_REFERENCE_CURRENCY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation and update of the legal reporting unit registration.,Manage Legal Reporting Unit Registration,300000139136985,XLE_MANAGE_LEGAL_REPORTING_UNIT_REGISTRATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of tax profiles that contain tax information that relate to a third party's transaction tax activities.,Create Third Party Tax Profile,300000139136944,ZX_CREATE_THIRD_PARTY_TAX_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows search of talent profiles.,Search Talent Profile,300000139136947,HRT_SEARCH_TALENT_PROFILE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows view of location of final discharge.,View Location of Final Discharge,300000139136967,ZX_VIEW_LOCATION_DISCHARGE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Trading Community Organization Address,300000139136929,HZ_VIEW_TRADING_COMMUNITY_ORGANIZATION_ADDRESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of the journal import program by a program call.,Run Import Journals By Program Call,300000139136930,GL_RUN_IMPORT_JOURNALS_VIA_PROGRAM_CALL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the management of resource role assignments. If assigning also assign the ability to view the trading community resource role assignments.,Manage Trading Community Resource Role Assignments,300000139136997,HZ_MANAGE_TRADING_COMMUNITY_RESOURCE_ROLE_ASSIGNMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Remove Trading Community Organization Web Page,300000139136932,HZ_REMOVE_TRADING_COMMUNITY_ORGANIZATION_WEB_PAGE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the What if Depreciation Analysis report, which displays depreciation projections for the selected assets based on the specified depreciation parameters.",Submit Fixed Asset What If Depreciation Analysis Report,300000139136953,FA_SUBMIT_FIXED_ASSET_WHAT_IF_DEPRECIATION_ANALYSIS_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Export Enterprise General Ledger Data for China,Export Enterprise General Ledger Data for China,300000139136955,JA_CN_EXPORT_ENTERPRISE_GENERAL_LEDGER_DATA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Run Kuwaiti Commencement and Termination of Additional Contributions Report.,Run Kuwaiti Report 56,300000139136999,HRX_RUN_KUWAITI_REPORT_56_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Add Trading Community Organization Web Page,300000139136842,HZ_ADD_TRADING_COMMUNITY_ORGANIZATION_WEB_PAGE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Privilege to access Diagnostics Dashboard from global help menu.,Access Application Diagnostic Dashboard,300000139136859,FND_DIAG_ACCESS_DASHBOARD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the Revaluation Reserve Summary report, which displays revaluation reserve account summary balances for the specified periods.",Submit Fixed Asset Revaluation Reserve Summary Report,300000139136901,FA_SUBMIT_FIXED_ASSET_REVALUATION_RESERVE_SUMMARY_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing available item quantity detail details using web service.,View Available Item Quantity by Web Service,300000139136923,INV_VIEW_AVAILABLE_ITEM_QUANTITY_WEB_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows view access to the current status and details of the accounting configuration and running the Rapid Implementation enterprise structure listing report.,View Accounting Configuration,300000139136924,GL_VIEW_ACCOUNTING_SETUP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows project members to view project progress, progress exceptions, project issues and recent tasks, or comments by e-mail.",Receive E-Mail Updates Service,300000139136862,PJT_RECEIVE_EMAIL_UPDATES_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows suppliers to view and print online messages.,View Supplier Negotiation Online Message as Supplier,300000139136882,PON_VIEW_ONLINE_MESSAGE_SUPPLIER_FACING_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows a Sales Lightbox user to view documents that they own.,View User Document,300000139136927,ZSO_VIEW_USER_DOCUMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of tax statuses that you need for each tax that you create for a combination of tax regime, tax, and configuration owner.",View Tax Status,300000139136865,ZX_VIEW_TAX_STATUS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows participant to accept an incentive compensation plan, which ties that participant's earnings to actual production on an individual or group basis.",Accept Incentive Compensation Participant Compensation Plan,300000139136906,CN_ACCEPT_INCENTIVE_COMPENSATION_PARTICIPANT_COMPENSATION_PLAN_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Reviews encumbrance journals.,Review Encumbrance Journal,300000139136887,GL_REVIEW_ENCUMBRANCE_JOURNAL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Create Withholding Tax Regime,300000139136908,ZX_CREATE_WHT_TAX_REGIME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of sales, marketing, and partner team membership information.",View Trading Community Resource Organization Team Memberships,300000139136846,HZ_VIEW_TRADING_COMMUNITY_RESOURCE_ORGANIZATION_TEAM_MEMBERSHIPS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows initiating the territory validation process.,Run Territory Validation Job,300000139136871,MOT_RUN_TERRITORY_VALIDATION_JOB_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the submission of the tax register.,Run Tax Register,300000139136852,ZX_RUN_TAX_REGISTER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows release of a hold on an orchestration order line.,Release Orchestration Order Line Hold,300000139136896,DOO_RELEASE_ORCHESTRATION_ORDER_LINE_HOLD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Enter budget amounts for upload to Essbase cube for financial reporting for Oracle Fusion General Ledger,Enter Budget Amounts for Financial Reporting,300000139136916,GL_ENTER_BUDGET_AMOUNTS_FOR_FINANCIAL_REPORTING_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the specification of resources for any employees or partner members who are to be associated to leads, opportunities, and territories and given sales credits or compensated for that work.",Manage Trading Community Resource,300000139141018,HZ_MANAGE_TRADING_COMMUNITY_RESOURCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Remove Trading Community Organization E-Mail,300000139141112,HZ_REMOVE_TRADING_COMMUNITY_ORGANIZATION_EMAIL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the Delete Mass Additions report, which displays all the mass addition lines in the Delete queue that are ready to be deleted.",Submit Delete Mass Additions Report,300000139141156,FA_SUBMIT_DELETE_MASS_ADDITIONS_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of a worker's portrait page.,View Worker Portrait,300000139141224,PER_VIEW_WORKER_PORTRAIT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Transfer Payments to Cash Management,Transfer Payroll Payments to Cash Management,300000139140930,PAY_TRANSFER_PAYMENTS_TO_CASH_MANAGEMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to unlock sealed negotiations.,Unlock Supplier Negotiation,300000139141158,PON_UNLOCK_SUPPLIER_NEGOTIATION_SEALED_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of tax condition sets to group together the tax conditions that constitute a tax rule.,Update Tax Condition Set,300000139140955,ZX_UPDATE_TAX_CONDITION_SET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Generate a list of late charges that were generated as draft or final by the Create Late Charges Batch program.,Run Late Charges Report,300000139140977,AR_RUN_LATE_CHARGES_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to CREATE for Quote_c WorkArea,CREATE Quote_c (WorkArea),300000139141067,MOO_CREATE_QUOTE_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Manage Territories used by applications,Manage Application Reference Territory,300000139142834,FND_APP_MANAGE_REFERENCE_TERRITORY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Add Trading Community Organization Additional Name,300000139142857,HZ_ADD_TRADING_COMMUNITY_ORGANIZATION_ADDITIONAL_NAME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of competitor information on an opportunity.,View Opportunity Competitors,300000139142924,MOO_VIEW_OPPORTUNITY_COMPETITORS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of Form 4562, Form 4626, Form 4626, Form 4797, Form 4797, Form 4797, Form 4797, Form 4684 and ACE Depreciation Comparison Report for United States.",Submit Fixed Asset Tax Reports for United States,300000139142665,FA_SUBMIT_FIXED_ASSET_TAX_REPORTS_FOR_UNITED_STATES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Remove Trading Community Organization Additional Name,300000139142733,HZ_REMOVE_TRADING_COMMUNITY_ORGANIZATION_ADDITIONAL_NAME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Trading Community Organization Additional Identifier,300000139142969,HZ_VIEW_TRADING_COMMUNITY_ORGANIZATION_ADDITIONAL_IDENTIFIER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows recording and processing of inventory transaction balance messages using web service.,Record Inventory Balance Transaction Messages by Web Service,300000139142836,INV_RECORD_INVENTORY_BALANCE_TRANSACTION_MESSAGES_WEB_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of performance documents.,View Worker Performance Management Document,300000139142837,HRA_VIEW_WORKER_PERFORMANCE_MANAGEMENT_DOCUMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Create Withholding Tax Exception,300000139142666,ZX_CREATE_WHT_TAX_EXCEPTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Add Trading Community Organization Address Use,300000139142690,HZ_ADD_TRADING_COMMUNITY_ORGANIZATION_ADDRESS_USE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows application of a hold to an orchestration order fulfillment line.,Apply Orchestration Order Fulfillment Line Hold,300000139142734,DOO_APPLY_ORCHESTRATION_ORDER_FULFILLMENT_LINE_HOLD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows initiating the process of exporting territory definitions for the purpose of migration from one environment to another.,Migrate Sales Territory - Export,300000139142756,MOT_MIGRATE_SALES_TERRITORY_EXPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to unlock first stage of a two stage negotiation.,Unlock Supplier Negotiation Stage One For Two Stage Negotiation,300000139142776,PON_UNLOCK_STAGE_ONE_SUPPLIER_NEGOTIATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Add Trading Community Organization Contact Preference,300000139143004,HZ_ADD_TRADING_COMMUNITY_ORGANIZATION_CONTACT_PREFERENCE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows monitoring of the batch load process.,Monitor Batch Load Process,300000139142795,HRC_MONITOR_HR_BATCH_LOAD_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows maintenance of payment batch and associated worksheets that contain the payable incentive compensation commission, draw and recovery, and payment adjustments for eligible participants.",Manage Incentive Compensation Payment Batch,300000139142815,CN_MANAGE_INCENTIVE_COMPENSATION_PAYMENT_BATCH_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to the inventory work area. The inventory work area is the central navigation point to all inventory-related tasks.,Monitor Inventory Work Area,300000139142883,INV_MONITOR_INVENTORY_WORK_AREA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing a sales account contact,View Sales Account Contact,300000139142692,ZCM_VIEW_SALES_ACCOUNT_CONTACT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows definition of benefit year periods.,Define Benefit Year Period,300000139142952,BEN_DEFINE_BENEFIT_YEAR_PERIOD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of partner portal customer-specific change links to UI Shell and anonymous partner pages.,Update Partner Portal UI Shell,300000139142972,ZPM_UPDATE_PARTNER_PORTAL_UI_SHELL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the update of the organization location information. If assigning, also assign the ability to view the trading community location.",Update Trading Community Location,300000139143006,HZ_UPDATE_TRADING_COMMUNITY_LOCATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of planning supply availability details.,View Planning Supply Availability Details,300000139142714,MSP_VIEW_PLANNING_SUPPLY_AVAILABILITY_DETAILS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Add Trading Community Organization Contact,300000139142737,HZ_ADD_TRADING_COMMUNITY_ORGANIZATION_CONTACT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows benefit professionals to view a person's life events.,View Person Life Event,300000139136794,BEN_VIEW_PERSON_LIFE_EVENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to DELETE for StrategicAccountPlan_c WorkArea,DELETE StrategicAccountPlan_c (WorkArea),300000139136800,HZ_DELETE_STRATEGICACCOUNTPLAN_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting of the trash partition.,Run Territory Partition Deletion Job,300000139137416,MOT_RUN_TERRITORY_PARTITION_DELETION_JOB_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows maintenance of incentive compensation calculation batch.,Manage Incentive Compensation Calculation Batch,300000139137438,CN_MANAGE_INCENTIVE_COMPENSATION_CLASSIFICATIO_BATCH_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to unlock second stage of a two stage negotiation.,Unlock Supplier Negotiation Stage Two For Two Stage Negotiation,300000139137440,PON_UNLOCK_STAGE_TWO_SUPPLIER_NEGOTIATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the sales party discussion forum.,View Sales Party Forums,300000139137684,ZCM_VIEW_SALES_PARTY_FORUMS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deletion of revenue items on the opportunity.,Delete Opportunity Revenue,300000139137641,MOO_DELETE_OPPORTUNITY_REVENUE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of a process that releases orchestration order holds. Also allows viewing of the results of a submission.,Manage Orchestration Order Holds Release Program,300000139137665,DOO_MANAGE_ORCHESTRATION_ORDER_HOLD_RELEASE_PROGRAM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to orchestration order billing interface Web services.,Manage Orchestration Order Billing Interface Web Service,300000139137709,DOO_MANAGE_ORCHESTRATION_ORDER_BILLING_INTERFACE_WEB_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Provides ability to initiate contract creation.,Create Contract,300000139137712,OKC_CREATE_CONTRACT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the specification of lookup values that provide choices when defining your hierarchy types, such as customer and party.",Manage Trading Community Hierarchy Lookups,300000139137650,HZ_MANAGE_TRADING_COMMUNITY_HIERARCHY_LOOKUPS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows searching for and viewing of positions.,Search Position,300000139137673,PER_SEARCH_POSITION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting requests to allocate marketing budget funds for anticipated marketing expenses.,Delete Marketing Fund Request,300000139137694,MKT_DELETE_MARKETING_FUND_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of performance documents by workers.,Create Performance Document by Worker,300000139137710,HRA_CREATE_PERFORMANCE_DOCUMENT_BY_WORKER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the sales party task data.,View Sales Party Task,300000139137697,ZCM_VIEW_SALES_PARTY_TASK_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Withholding Tax Regime,300000139137706,ZX_VIEW_WHT_TAX_REGIME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of external bank accounts.,View Third Party Bank Account,300000139137654,IBY_VIEW_THIRD_PARTY_BANK_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Generate and review late charge batches.,Manage Receivables Late Charge Batch,300000139137659,AR_MANAGE_RECEIVABLES_LATE_CHARGE_BATCH_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows definition of the journal reversal criteria set.,Define Journal Reversal Criteria Set,300000139137702,GL_SET_UP_JOURNAL_REVERSAL_CRITERIA_SET_DEFINITION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the administrator to create and maintain HCM groups of employees, for use in further application processing.",Manage HCM Groups,300000139137603,HWM_MANAGE_HCM_GROUPS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating marketing segments and segment trees used to identify and group specific members of the customer base.,Create Marketing Segment,300000139137605,MKT_CREATE_MARKETING_SEGMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows a procurement agent to freeze purchase agreements including blankets and contracts.,Freeze Purchase Agreement,300000139137567,PO_FREEZE_PURCHASE_AGREEMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,View Trading Community Person Address,300000139137587,HZ_VIEW_TRADING_COMMUNITY_PERSON_ADDRESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Add Trading Community Organization Classification Code Assignment,300000139137608,HZ_ADD_TRADING_COMMUNITY_ORGANIZATION_CLASSIFICATION_CODE_ASSIGNMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows worker to view calendar.,View Calendar by Worker,300000139137589,HWM_FUSE_TIME_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
